,product url,ranking,brand,product name,number of ratings,size,star rating,price(in dollar),color,hardware interface,compatible devices,connectivity technology,connector type,data transfer rate,mounting type,special features,date first available
52,https://www.amazon.com/-/zh/dp/B07S6CBQJG/ref=zg_bs_g_pc_d_sccl_7/141-8579742-5590635?psc=1,#57,SorsnA,"Mac Book Air 充电器,Mac Book Air AC 45W 电源T型接头电源适配器,适用于 Mac Book Air 11 英寸和 13 英寸的充电器(适用于 2012-2017)","2,826",Size data not available,,Price data not available,白色,Hardware interface data not available,笔记本电脑,磁性,T 型笔尖,Data transfer rate data not available,Mounting type data not available,磁性,Date first available data not available
53,https://www.amazon.com/-/zh/dp/B097PTBB5V/ref=zg_bs_g_pc_d_sccl_8/141-8579742-5590635?psc=1,#58,ixcv,"Mac Book Pro 充电器 - 118W USB C 充电器电源适配器兼容 MacBook Pro/Air 16、15、14、13 英寸、iPad Pro 等 USB C 设备,包括 7 英尺 USB C 到 C 电缆","7,256",Size data not available,,Price data not available,118W Macbook Pro 充电器 - 白色,Hardware interface data not available,,USB C 到 C,USB Type-C,Data transfer rate data not available,可插入墙壁插座或条带,,Date first available data not available
54,https://www.amazon.com/-/zh/dp/B0B1PT5FVM/ref=zg_bs_g_pc_d_sccl_9/141-8579742-5590635?psc=1,#59,Baseus,"Baseus 笔记本电脑扩展坞双显示器 4K@120Hz,9 合 1 USB C 集线器,带 2 个 HDMI,1000Mbps 局域网,100W PD,3 个 USB,SD 读卡器,USB C 底座兼容 iPhone 15/Mac/Dell/HP/Surface /蒸汽甲板","1,774",Size data not available,,Price data not available,灰色,"MicroSD, C 型 USB, SD 卡, 乙太網路, HDMI, USB 3.0, USB 2.0",,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,USB C 至 HDMI,Date first available data not available
55,https://www.amazon.com/-/zh/dp/B01469DJLM/ref=zg_bs_g_pc_d_sccl_10/141-8579742-5590635?psc=1,#60,Kootek,"Kootek 笔记本电脑冷却垫 12 英寸 - 17 英寸冷却垫 冷却垫 5 个静音风扇 LED 灯和 2 个 USB 2.0 端口可调节支架笔记本电脑支架高度角度,蓝色","12,220",Size data not available,,Price data not available,robin 蓝,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
56,https://www.amazon.com/-/zh/dp/B09NPF2M3Z/ref=zg_bs_g_pc_d_sccl_11/141-8579742-5590635?psc=1,#61,Olansit,"Olansit 200 张水瓶贴纸适合儿童青少年,可爱乙烯基防水笔记本电脑滑板贴纸,美学汽车贴花电脑水壶贴纸,适合成人青少年儿童女孩(200 张)","1,931",Size data not available,,Price data not available,200 件,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,"可重复使用,防水",Date first available data not available
57,https://www.amazon.com/-/zh/dp/B0BL5SZ3VV/ref=zg_bs_g_pc_d_sccl_12/141-8579742-5590635?psc=1,#62,Brand data not available,"Amazon Fire 10 Kids tablet- 2023, ages 3-7 | Bright 10.1"" HD screen with ad-free content and parental controls included, 13-hr battery, 32 GB, Blue","1,682",Size data not available,,Price data not available,Color not available,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
58,https://www.amazon.com/-/zh/dp/B07H4GKHJ1/ref=zg_bs_g_pc_d_sccl_13/141-8579742-5590635?psc=1,#63,TSKYBEAR,45W 19.5V 2.31A AC 适配器笔记本电脑充电器适用于 HP Pavilion x360 充电器 15-f272wm 15-f387wm 15-f233wm 15-f222wm 15-f211wm 15-f37wm 17-g1 21wm 17-g119dx 笔记本电脑电源线插头,"8,329",Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,"适用于 HP 电脑充电器, 适用于 HP Pavilion 充电器, 适用于笔记本电脑的惠普充电器, 适用于 HP 惠普笔记本电脑充电器",Connectivity technology data not available,2-Pin,Data transfer rate data not available,壁挂式,短路保护,Date first available data not available
59,https://www.amazon.com/-/zh/dp/B09HZ5GTBP/ref=zg_bs_g_pc_d_sccl_14/141-8579742-5590635?psc=1,#64,PIOEVTKA,130W USB C Type C 适配器笔记本电脑充电器兼容戴尔 XPS 15 2in1 9575 Precision 5530 2in1 5550 5750 3560 3550 3551 Latitude 7410 7310 7210 9410 9510 9575 5420 5520 5510 电源线,"1,053",Size data not available,,Price data not available,Dell 戴尔130W USB C,Hardware interface data not available,Dell 戴尔130W USB C充电器,USB,USB Type-C,Data transfer rate data not available,USB C,快速充电,Date first available data not available
60,https://www.amazon.com/-/zh/dp/B091PPTZB6/ref=zg_bs_g_pc_d_sccl_15/141-8579742-5590635?psc=1,#65,YOMELA,"引用贴纸,积极贴纸 200 张励志防水乙烯基贴纸水瓶水瓶笔记本电脑手机适用于女性成人学生教师员工","2,104",Size data not available,,Price data not available,引用贴纸,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
61,https://www.amazon.com/-/zh/dp/B08R67QLTM/ref=zg_bs_g_pc_d_sccl_16/141-8579742-5590635?psc=1,#66,Dzytnsy,USB-C 65W 45W 交流替换充电器适用于联想 ThinkPad T480 T490 T580 ADLX65YDC2A ADLX65YLC2D ADLX65YDC3A ADLX65YDC2D chromebook 第二代 S330 65W 笔记本电脑电源 upply 适配器 ter线,"1,310",Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,笔记本电脑,USB,USB Type-C,Data transfer rate data not available,壁挂式,快速充电,Date first available data not available
62,https://www.amazon.com/-/zh/dp/B09Z99799L/ref=zg_bs_g_pc_d_sccl_17/141-8579742-5590635?psc=1,#67,QIYUYA,"100 张心理健康贴纸贴花,用于水瓶笔记本电脑的心理健康意识贴纸,成年女性男性青少年儿童的心理健康礼物,治疗师礼品心理健康物品散装乙烯基贴纸",431,Size data not available,,Price data not available,Mental Health 贴纸,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水贴纸,Date first available data not available
63,https://www.amazon.com/-/zh/dp/B0C58N5J9Q/ref=zg_bs_g_pc_d_sccl_18/141-8579742-5590635?psc=1,#68,Furgor,"Mac Book Pro 充电器 - 118W USB C 快速充电器电源适配器适用于 USB C 端口 MacBook Pro/MacBook Air 16 15 14 13 英寸,新款 iPad Pro 和所有USB C 设备,包括充电线(7.2 英尺/2 英尺 .2 米)。 白色",590,Size data not available,,Price data not available,Mac 充电器 - 白色,Hardware interface data not available,,USB,USB Type-C,Data transfer rate data not available,可插入墙壁插座或条带,"可伸缩电源插头, 轻量化设计, 快速充电, 自动关闭, 短路保护",Date first available data not available
64,https://www.amazon.com/-/zh/dp/B07KS29ZJ2/ref=zg_bs_g_pc_d_sccl_19/141-8579742-5590635?psc=1,#69,KAQIAR,"65W 笔记本电脑充电器适用于 Pavilion x360 14 15 17,Envy 13 15 X360,Elitebook 840 G5,ProBook Chromebook Stream 系列,Spectre 710412-001 19.5V 3.3A 适配器","2,639",Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,,65W HP 笔记本电脑充电器,HP Smart Blue Tip,Data transfer rate data not available,壁挂式,"快速充电, 短路保护",Date first available data not available
65,https://www.amazon.com/-/zh/dp/B08ZSMMPBD/ref=zg_bs_g_pc_d_sccl_20/141-8579742-5590635?psc=1,#70,Fepprry,"65W USB C 笔记本电脑充电器替换件 适用于联想 Thinkpad/Yoga/Chromebook,ADLX65YDC2A Lenovo 笔记本电脑充电器",962,Size data not available,,Price data not available,Color not available,Hardware interface data not available,"Lenovo 联想 笔记本电脑充电器,Lenovo Thinkpad 充电器,65W USB C 充电器",USB,USB Type-C,Data transfer rate data not available,壁挂式,"快速充电,轻盈",Date first available data not available
66,https://www.amazon.com/-/zh/dp/B0BTKX51SD/ref=zg_bs_g_pc_d_sccl_21/141-8579742-5590635?psc=1,#71,FXBUY,100 张儿童迪士尼贴纸包公主贴纸可爱卡通人物贴纸电影贴花儿童装饰贴纸适合儿童青少年成人防水贴纸水瓶笔记本电脑行李,715,Size data not available,,Price data not available,卡通人物,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
67,https://www.amazon.com/-/zh/dp/B07BKXMBHJ/ref=zg_bs_g_pc_d_sccl_22/141-8579742-5590635?psc=1,#72,Superer,"Lenovo笔记本电脑充电器,ThinkPad,USB C,65W 45W","1,248",Size data not available,,Price data not available,Black,Hardware interface data not available,Lenovo 联想 笔记本电脑充电器,USB,USB Type-C,Data transfer rate data not available,Wall Mount,"快速充电, 充电指示灯, 过度充电保护",Date first available data not available
68,https://www.amazon.com/-/zh/dp/B082X6TSZX/ref=zg_bs_g_pc_d_sccl_23/141-8579742-5590635?psc=1,#73,EBK,65W 笔记本电脑充电器适用于 HP EliteBook 充电器 840 850 845 830 820 G9 G8 G7 G6 G5 G4 G3 / ProBook 450 430 440 446 455 470 650 7 45 735 725 755 电源线,"2,289",Size data not available,,Price data not available,65W 充电器,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
69,https://www.amazon.com/-/zh/dp/B0B28PCDM2/ref=zg_bs_g_pc_d_sccl_24/141-8579742-5590635?psc=1,#74,JSAUX,"JSAUX 扩展坞适用于蒸汽甲板/ROG Ally,5 合 1 蒸汽甲板底座,带 HDMI 2.0 4K@60Hz,100Mbps 以太网,双 USB-A 2.0 和 100W USB-C 充电兼容蒸汽甲板 OLED-HB0602","1,467",Size data not available,,Price data not available,灰色,"C 型 USB, 乙太網路, HDMI, USB 2.0",Valve Steam Deck 华硕 ROG Ally、Steam Deck OLED,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
70,https://www.amazon.com/-/zh/dp/B09TRF4LM9/ref=zg_bs_g_pc_d_sccl_25/141-8579742-5590635?psc=1,#75,weyooin,"Mac Book Pro 充电器 - 60W T-Tip 磁性充电器电源适配器,通用笔记本电脑充电器兼容 Mac Book Air/Mac Book Pro 13 英寸 Retina 显示屏(2012 年后)","1,454",Size data not available,,16.11,Color not available,Hardware interface data not available,笔记本电脑,T 型笔尖,T 型笔尖,Data transfer rate data not available,壁挂式,磁性,Date first available data not available
71,https://www.amazon.com/-/zh/dp/B08FMSC5WZ/ref=zg_bs_g_pc_d_sccl_26/141-8579742-5590635?psc=1,#76,ARRIS,ARRIS 冲浪板 S33 DOCSIS 3.1 多千兆电缆调制解调器 | 批准用于 Comcast Xfinity、Cox、Spectrum 等 | 1 和 2.5 Gbps 端口 | 2.5 Gbps 最大互联网速度 | 4 OFDM 通道 | 2 年 W。 保修,"3,369",Size data not available,,Price data not available,Color not available,Hardware interface data not available,"个人电脑, 路由器, Router, Personal Computer, 以太网连接设备",以太网,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
72,https://www.amazon.com/-/zh/dp/B096W716BY/ref=zg_bs_g_pc_d_sccl_27/141-8579742-5590635?psc=1,#77,ARRIS,"ARRIS 冲浪板 G34 DOCSIS 3.1 千兆电缆调制解调器和 Wi-Fi 6 路由器 (AX3000),经 Comcast Xfinity、Cox、Spectrum 等认证,四个 1 Gbps 端口,1 Gbps 最大互联网速度","11,174",Size data not available,,Price data not available,Color not available,Hardware interface data not available,iPhone、手机、平板电脑、电脑、流媒体设备、智能电视、物联网设备,"同轴电缆, Wi-Fi, 以太网",Connector type data not available,Data transfer rate data not available,Mounting type data not available,互联网安全、访客模式、家长控制、接入点模式、兼容 Alexa 、波束形成、QoS、LED 指示灯、WPS,Date first available data not available
73,https://www.amazon.com/-/zh/dp/B08C3YBBHM/ref=zg_bs_g_pc_d_sccl_28/141-8579742-5590635?psc=1,#78,TP-Link,"TP-Link AC1900 智能 WiFi 路由器 (Archer A8) - 高速 MU-MIMO 无线路由器,双频路由器适用于无线互联网,千兆,支持访客 WiFi","8,493",Size data not available,,Price data not available,Color not available,Hardware interface data not available,"个人电脑, 智能手机, 游戏机, 智能电视","Wi-Fi, 以太网",Connector type data not available,Data transfer rate data not available,Mounting type data not available,波束形成、访客模式、互联网安全、LED 指示灯、家长控制、接入点模式、QoS、WPS,Date first available data not available
74,https://www.amazon.com/-/zh/dp/B077VZGFJL/ref=zg_bs_g_pc_d_sccl_29/141-8579742-5590635?psc=1,#79,SKSTYLE,"45W USB C Chromebook 充电器替换件兼容惠普、戴尔、联想、宏碁、华硕、三星、Google Type C 笔记本电脑充电器,HP Chromebook X360 11 13 14 14A HP Spectre X360 13 E 精简版 X2 P ower 电源线","2,531",Size data not available,,Price data not available,Color not available,Hardware interface data not available,个人电脑,Connectivity technology data not available,圆筒连接器,Data transfer rate data not available,壁挂式,短路保护,Date first available data not available
75,https://www.amazon.com/-/zh/dp/B0C58GQ5LR/ref=zg_bs_g_pc_d_sccl_30/141-8579742-5590635?psc=1,#80,QQUK,QQUK 106 张随机贴纸包成人青少年儿童防水贴纸贴花适用于滑板头盔笔记本电脑自行车 Hypebeast 炸弹贴纸,346,Size data not available,,Price data not available,106,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
76,https://www.amazon.com/-/zh/dp/B0CX23V2ZK/ref=zg_bs_g_pc_d_sccl_81/141-8579742-5590635?psc=1,#81,Apple,"Apple 2024 MacBook Air 13 英寸笔记本电脑带 M3 芯片:13.6 英寸液体视网膜显示屏,8GB 统一内存,256GB 固态硬盘存储,背光键盘,1080p FaceTime 高清摄像头,触控ID;午夜",62,Size data not available,4.4,Price data not available,午夜黑,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,指纹识别器,Date first available data not available
77,https://www.amazon.com/-/zh/dp/B09JVXHFZF/ref=zg_bs_g_pc_d_sccl_82/141-8579742-5590635?psc=1,#82,Style,Chromebook 充电器 45W 快速 USB C 笔记本电脑充电器 适用于 HP Spectre 联想 Yoga Thinkpad 宏碁 戴尔 Latitude 华硕三星 Google Pixel 华为 Matebook 电脑替换件 适合任何 C 型平板电脑和手机,"1,448",Size data not available,,Price data not available,45W USB C CHROMEBOOK 充电器,Hardware interface data not available,Type C HP Chromebook 充电器,USB,USB Type-C,Data transfer rate data not available,壁挂式,快速充电,Date first available data not available
78,https://www.amazon.com/-/zh/dp/B09SYP1YXP/ref=zg_bs_g_pc_d_sccl_83/141-8579742-5590635?psc=1,#83,YBRUZRUB,65W Surface Pro 充电器替换件适用于 Microsoft 微软 Surface 笔记本电脑 2 3、Surface Pro X 9 8 7 6 5 4 3、Surface Go 2 Go 3、Surface Book 1 2 Microsoft Surface 充电器电源适配器,511,Size data not available,,Price data not available,Color not available,Hardware interface data not available,笔记本电脑,USB,USB,Data transfer rate data not available,壁挂式,短路保护,Date first available data not available
79,https://www.amazon.com/-/zh/dp/B08YHCZNC6/ref=zg_bs_g_pc_d_sccl_84/141-8579742-5590635?psc=1,#84,Synerlogic,Mac OS 快捷键贴纸 | 适用于 Mac OS 的 Mac 键盘贴纸 | 笔记本电脑的无残留层压乙烯基 MacBook 贴纸 | 适用于 13-16 英寸 Air 和 Pro 的 MacBook 快捷键贴纸(透明/黑色),"12,657",Size data not available,,Price data not available,透明,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
80,https://www.amazon.com/-/zh/dp/B07RT8Y122/ref=zg_bs_g_pc_d_sccl_85/141-8579742-5590635?psc=1,#85,GAKUS,"[升级版本] Surface Pro 充电器 65W 适用于 Surface Pro 3/4/5/6/7/8/9/X 电源适配器,兼容 Microsoft 微软 Surface Book 笔记本电脑/平板电脑,适用于 65W&44W&36W&24W(10 英尺 电线)","4,047",Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,平板电脑、笔记本电脑、移动电话,USB,MagSafe,Data transfer rate data not available,壁挂式,磁性、短路保护、自动关闭、充电指示灯、快速充电,Date first available data not available
81,https://www.amazon.com/-/zh/dp/B0BQ417K47/ref=zg_bs_g_pc_d_sccl_86/141-8579742-5590635?psc=1,#86,ASUS,"华硕 RT-AX86U Pro (AX5700) 双频 WiFi 6 可扩展游戏路由器,2.5G 端口,游戏端口,移动游戏模式,端口转发,免订阅网络安全,VPN,AiMesh 兼容","3,621",Size data not available,,Price data not available,Color not available,Hardware interface data not available,"个人电脑, 智能手机, 游戏机, 平板电脑, 智能电视","Wi-Fi, USB, 以太网",Connector type data not available,Data transfer rate data not available,Mounting type data not available,"QoS, 家长控制, 访客模式, WPS, 互联网安全",Date first available data not available
82,https://www.amazon.com/-/zh/dp/B08XWWXL2N/ref=zg_bs_g_pc_d_sccl_87/141-8579742-5590635?psc=1,#87,Yodeeni,"200 张励志贴纸,适合青少年、学生、教师的励志贴纸,乙烯基防水耐用笔记本电脑贴纸用于水壶(升级风格)","1,199",Size data not available,,Price data not available,A-200件,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
83,https://www.amazon.com/-/zh/dp/B088T52KZD/ref=zg_bs_g_pc_d_sccl_88/141-8579742-5590635?psc=1,#88,HIBBO,Lenovo 联想 笔记本电脑 65W 45W USB C 快速电源适配器,"2,399",Size data not available,,Price data not available,USB-C,Hardware interface data not available,"Lenovo Thinkpad 充电器, Lenovo chromebook 充电器, 笔记本电脑, Lenovo 联想 笔记本电脑充电器 USB C",USB,USB Type-C,Data transfer rate data not available,壁挂式,"旅行, 短路保护",Date first available data not available
84,https://www.amazon.com/-/zh/dp/B09NM28SB4/ref=zg_bs_g_pc_d_sccl_89/141-8579742-5590635?psc=1,#89,Brand data not available,90W 通用交流适配器笔记本电脑充电器替换件 适用于戴尔 HP 宏碁 华硕 Lenovo IBM 东芝三星 Sony 富士通 Gateway 笔记本超极本 Chromebook 电源线带 16 个提示,"1,742",Size data not available,,19.11,Color not available,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
85,https://www.amazon.com/-/zh/dp/B0B7HVZNMB/ref=zg_bs_g_pc_d_sccl_90/141-8579742-5590635?psc=1,#90,JSAUX,"JSAUX 扩展坞适用于蒸汽甲板/ROG Ally,6 合 1 蒸汽甲板底座,带 HDMI 2.0 4K@60Hz,千兆以太网,3 个 USB-A 3.0 和 100W USB-C 充电端口,兼容蒸汽甲板 OLED-HB0603","2,665",Size data not available,,Price data not available,灰色,"C 型 USB, 乙太網路, HDMI, USB 3.0",Steam Deck 蒸汽甲板 OLED、ROG Ally,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,Special features data not available,Date first available data not available
86,https://www.amazon.com/-/zh/dp/B0BW41H1W2/ref=zg_bs_g_pc_d_sccl_91/141-8579742-5590635?psc=1,#91,GKLSPL,"Surface Pro 充电器 65W 适用于 Microsoft 微软 Surface Charger,兼容 Surface Pro 9/8/7/6/5/4/3/3/2/1,Surface GO 2/1,Surface Book 2/1 笔记本电脑电源线",373,Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,,无线,2-Pin,Data transfer rate data not available,壁挂式,"磁性,短路保护",Date first available data not available
87,https://www.amazon.com/-/zh/dp/B0B24523S2/ref=zg_bs_g_pc_d_sccl_92/141-8579742-5590635?psc=1,#92,QIOUZW,新款 Slim HP 65W USB C 笔记本电脑充电器电源适配器替换件 适用于 HP Spectre X360、Spectre、Elitebook x360、Elitebook、Chromebook、Elite x2、Envy、ProBook Travel Type C 电源线,"1,018",Size data not available,,Price data not available,黑色//白色,Hardware interface data not available,HP 65W USB C 笔记本电脑充电器,USB,USB,Data transfer rate data not available,壁挂式,短路保护,Date first available data not available
88,https://www.amazon.com/-/zh/dp/B087CQCTP8/ref=zg_bs_g_pc_d_sccl_93/141-8579742-5590635?psc=1,#93,HIBBO,适用于 HP 笔记本电脑 65W 45W USB C 快速电源适配器,"2,461",Size data not available,,Price data not available,USB-C,Hardware interface data not available,,USB,USB Type-C,Data transfer rate data not available,Mounting type data not available,快速充电,Date first available data not available
89,https://www.amazon.com/-/zh/dp/B08LR3PDXQ/ref=zg_bs_g_pc_d_sccl_94/141-8579742-5590635?psc=1,#94,SiKER,"45W Type C USB C 充电器适配器适用于 HP Chromebook X360 14-CA000 11-ae000 14-ca051wm 14-ca052wm 14-ca091wm ca061dx,11-ae051wm e001tu 11-AE027NR;12-C012DX 918337-001 844205-850 28769-001","5,283",Size data not available,,Price data not available,Color not available,Hardware interface data not available,笔记本电脑,USB,USB Type-C,Data transfer rate data not available,壁挂式,充电指示灯,Date first available data not available
90,https://www.amazon.com/-/zh/dp/B07YMKD6SM/ref=zg_bs_g_pc_d_sccl_95/141-8579742-5590635?psc=1,#95,Google,Google Nest Wifi - AC2200 - 网状 WiFi 系统 - Wifi 路由器 - 2200 平方英尺覆盖范围 - 1 件装,"12,434",Size data not available,,Price data not available,Color not available,Hardware interface data not available,"个人电脑, 片剂, 智能手机, 笔记本电脑, 平板电脑",蓝牙,Connector type data not available,Data transfer rate data not available,Mounting type data not available,双频 2.4 GHz/5 GHz 频率;全家庭覆盖;安全;采用可持续材料,Date first available data not available
91,https://www.amazon.com/-/zh/dp/B0B6FTFJ9R/ref=zg_bs_g_pc_d_sccl_96/141-8579742-5590635?psc=1,#96,Apakkai,"Apakkai 儿童贴纸,600 张青少年水瓶贴纸,可爱乙烯基防水美学剪贴簿万圣节贴纸包适用于笔记本电脑,卡哇伊动物贴纸男孩女孩成人","2,248",Size data not available,,Price data not available,动物贴纸,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,可重复使用、防水、防尘、防褪色、防晒,Date first available data not available
92,https://www.amazon.com/-/zh/dp/B0BTD3X96N/ref=zg_bs_g_pc_d_sccl_97/141-8579742-5590635?psc=1,#97,Selore&S-Global,"USB C 扩展坞双 HDMI 显示器适配器,Selore USB C 集线器 3 显示器适配器,带双 HDMI,显示端口,VGA,100W PD 充电,2USB A 2.0,USB C 2.0 端口适配器,适用于戴尔 XPS,惠普,联想等","8,157",Size data not available,,39.99,灰色 + PD,C 型 USB,投影仪、显示器、笔记本电脑,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,旅行,Date first available data not available
93,https://www.amazon.com/-/zh/dp/B07XFNTJTL/ref=zg_bs_g_pc_d_sccl_98/141-8579742-5590635?psc=1,#98,jjlin,"jjlin 超级马里奥兄弟水瓶贴纸 50 片装可爱、防水、美观、时尚贴纸,适合青少年、女孩,非常适合水瓶、笔记本电脑、手机、旅行超耐用乙烯基(马里奥)","2,573",Size data not available,,Price data not available,Mario,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
94,https://www.amazon.com/-/zh/dp/B0CC58L7CH/ref=zg_bs_g_pc_d_sccl_99/141-8579742-5590635?psc=1,#99,Wovnbusn,100 张歌手贴纸乙烯基防水音乐贴纸水瓶笔记本电脑滑板汽车保险杠电脑礼品成人男孩女孩青少年,132,Size data not available,,Price data not available,Color not available,Hardware interface data not available,Compatible devices data not available,Connectivity technology data not available,Connector type data not available,Data transfer rate data not available,Mounting type data not available,防水,Date first available data not available
95,https://www.amazon.com/-/zh/dp/B093GMX915/ref=zg_bs_g_pc_d_sccl_100/141-8579742-5590635?psc=1,#100,SorsnA,"Mac Book Pro Charger, Replacement for Mac Book Pro/Mac Book Air 60W AC 2 T Connector Power Adapter,Compatible with Mac Book Pro/Mac Book Air 11 inch and 13 inch（Applicable to Late 2012-2017）",453,Size data not available,,Price data not available,Color not available,Hardware interface data not available,Laptops,Connectivity technology data not available,T-tip,Data transfer rate data not available,Wall Mount,Charging Indicator,Date first available data not available
